,Infinity,Infinity
2007/09/10/morning,54.32148855449259,36.021322387630136
2007/09/10/afternoon,61.42184415455783,53.73615361123018
2007/09/11/morning,53.733215236740605,34.841890951520654
2007/09/11/afternoon,52.669306025989044,30.7223006597087
2007/09/12/morning,Infinity,Infinity
2007/09/12/afternoon,22.228666762792116,33.71513715378899
2007/09/13/morning,44.83000670879609,510.0852496581874
2007/09/13/afternoon,50.570619275146186,61.07385037314688
2007/09/14/morning,52.88164052456645,29.774172748941456
2007/09/14/afternoon,37.58789582670036,30.49854274163686
2007/09/18/morning,22.592474295758414,36.14702932832611
2007/09/18/afternoon,43.22609586158303,46.72516334162721
2007/09/19/morning,43.45334501660556,34.2390378474975
2007/09/19/afternoon,65.82952996409489,33.951408336842725
2007/09/20/morning,25.970356543595198,22.49610971995157
2007/09/20/afternoon,82.64753598484172,29.27782977778817
2007/09/21/morning,51.08872807139927,19.203939094863905
2007/09/21/afternoon,51.1235830488703,35.18055549313545
2007/09/25/morning,45.225005212628254,61.760909458239404
2007/09/25/afternoon,69.82531211121326,42.60087628264
2007/09/26/morning,54.76611351389631,46.259116932680456
2007/09/26/afternoon,127.6269084149327,58.49389550308028
2007/09/27/morning,101.49126165173845,41.802749780111576
2007/09/27/afternoon,73.90329750284252,29.128716592674227
2007/09/28/morning,14.528111695099895,59.04366202109395
2007/09/28/afternoon,24.233150170833493,60.44800758716348
2007/10/01/morning,87.78525014683123,52.35672933918612
2007/10/01/afternoon,47.63978830667796,39.79192409787894
2007/10/02/morning,43.33389415519392,31.981946824938998
2007/10/02/afternoon,111.08527986965653,39.14177061427105
2007/10/03/morning,52.67129685362616,70.23093814119062
2007/10/03/afternoon,76.17170176790187,42.41913676692498
2007/10/04/morning,47.79472620555927,36.69815880878807
2007/10/04/afternoon,48.411258771036124,76.7587178483413
2007/10/05/morning,68.28472537371815,64.51883272464333
2007/10/05/afternoon,80.74579057941204,58.743813391193996
2007/10/09/morning,98.88988232591768,73.61465147341312
2007/10/09/afternoon,72.48238600297579,105.93612766388729
2007/10/10/morning,81.6437340235658,72.18910486803495
2007/10/10/afternoon,73.06357116530825,121.00505054059418
2007/10/11/morning,76.59971169706529,61.55076044552382
2007/10/11/afternoon,50.339366196510355,35.1464118843872
2007/10/12/morning,47.18844880335883,78.96432431809517
2007/10/12/afternoon,34.19427063708725,58.24933762905428
2007/10/15/morning,64.73279627869421,188.3033474949002
2007/10/15/afternoon,67.97258897976215,86.80051263091347
2007/10/16/morning,13.214468459057374,51.18040577257234
2007/10/16/afternoon,Infinity,Infinity
2007/10/17/morning,19.011133613779574,37.21146352700785
2007/10/17/afternoon,21.3774414915829,25.599455988863458
2007/10/18/morning,41.31513556033449,25.03622839016588
2007/10/18/afternoon,37.65223228767135,34.29794909453838
2007/10/19/morning,22.347142663259863,42.42527254408885
2007/10/19/afternoon,30.40924371388605,35.658157500471006
2007/10/22/morning,43.55082068406145,35.369257797492864
2007/10/22/afternoon,57.657312849365184,35.692198139095964
2007/10/23/morning,63.961825096287654,53.7584694714368
2007/10/23/afternoon,54.47449751710365,92.0346665994281
2007/10/24/morning,72.77893150482052,47.47947578711764
2007/10/24/afternoon,31.952713700854684,55.47496477054463
2007/10/25/morning,39.40354937874747,45.12399079051561
2007/10/25/afternoon,32.94991724873626,44.20561146617159
2007/10/26/morning,49.09835683862103,53.73223352749488
2007/10/26/afternoon,54.30282882092981,33.99616456455496
2007/10/29/morning,39.15992215193841,48.20457934985836
2007/10/29/afternoon,31.73134449787619,103.74754432235449
2007/10/30/morning,68.82529792771555,101.06024456362215
2007/10/30/afternoon,61.408117509904,60.97135143112235
2007/10/31/morning,47.90002549948438,46.50333874727469
2007/10/31/afternoon,59.05527125126105,37.03981955580905
2007/11/01/morning,82.49110835828472,54.569112911230874
2007/11/01/afternoon,82.274048597665,55.668782226479024
2007/11/02/morning,47.5239796523764,40.93614707568241
2007/11/02/afternoon,41.40413093334533,78.17394591256586
2007/11/05/morning,51.01459617650302,75.49297700948145
2007/11/05/afternoon,63.0505286447778,63.84856270868955
2007/11/06/morning,46.103213816047344,24.333012581733353
2007/11/06/afternoon,39.67175374541952,66.4591976104902
2007/11/07/morning,62.95599051176733,88.8653973027797
2007/11/07/afternoon,25.13587845573853,46.26172286156898
2007/11/08/morning,29.734364934323843,37.35654960867825
2007/11/08/afternoon,30.133605891721352,34.19736312038334
2007/11/09/morning,21.3617469175873,34.70395828522874
2007/11/09/afternoon,25.78443733711715,32.7156073183137
2007/11/12/morning,26.5079694863082,25.3259306660603
2007/11/12/afternoon,27.453507077170997,21.712203964332787
2007/11/13/morning,26.88025950100156,26.245008918055113
2007/11/13/afternoon,20.166815025423,23.81309827217617
2007/11/14/morning,32.92814291787647,27.128700403477815
2007/11/14/afternoon,79.08979468519573,43.59375184041366
2007/11/15/morning,49.42652582271322,56.036206480829954
2007/11/15/afternoon,26.828429089115346,55.696398173855414
2007/11/16/morning,26.11556795348691,31.96207808194737
2007/11/16/afternoon,55.175911301008966,33.983313809167115
